,name,1dx,2dx
1400,浊流,-0.08729238,-0.12590283
1401,有机质,-0.12107037,-0.18709207
1402,变斑晶,-0.097271055,-0.14314687
1403,Gt,-0.12462192,-0.20000894
1404,河漫滩,-0.11781994,-0.21062544
1405,东脚,-0.044254277,-0.20037854
1406,幅度,-0.081696376,-0.15469
1407,群居,-0.06265378,-0.11420994
1408,辉绿,-0.07748288,-0.071569495
1409,统,-0.077108815,-0.22208244
1410,两翼,-0.06666602,-0.18021575
1411,49,-0.08614359,-0.18341948
1412,相同,-0.11692178,-0.18213862
1413,滑坡,-0.14540163,-0.26772955
1414,38,-0.16221182,-0.2511831
1415,特征参数,-0.094591804,-0.20676231
1416,穿插,-0.12236068,-0.12638791
1417,高岭土,-0.091388054,-0.07072249
1418,顶部,-0.12351985,-0.1487917
1419,分解,-0.12594119,-0.16753675
1420,品位,-0.0843895,-0.123647146
1421,冰积,-0.0995026,-0.13731256
1422,斜长角,-0.13487162,-0.23377955
1423,Pt1,-0.12847465,-0.16519742
1424,玉树县,-0.07322052,-0.14822088
1425,筳,-0.07441663,-0.122246444
1426,体系,-0.09926228,-0.1892964
1427,岩石学,-0.046789244,-0.123414405
1428,2N,-0.12601593,-0.168021
1429,ppm,-0.051065188,-0.13741086
1430,图中,-0.10816788,-0.1983609
1431,边界,-0.07028451,-0.14391896
1432,北北西,-0.019023364,-0.14139183
1433,34,-0.08143518,-0.17067868
1434,下拉秀,-0.02123258,-0.13993202
1435,自旋,-0.15662605,-0.20518924
1436,邻幅,-0.007315924,-0.1314922
1437,融化,-0.10971817,-0.25077197
1438,滨,-0.11184743,-0.12303552
1439,SE,-0.06712888,-0.14053246
1440,80,-0.071026325,-0.14093366
1441,冷凝,-0.08805657,-0.09347491
1442,近于,-0.099281095,-0.16036789
1443,Anisian,-0.0686187,-0.16118214
1444,增多,-0.07418907,-0.091852464
1445,不久,-0.1257109,-0.2784581
1446,70%,-0.04858605,-0.12302371
1447,北京,-0.12447983,-0.17288522
1448,中取,-0.094920665,-0.22248362
1449,相应,-0.037770376,-0.10890236
1450,海水,-0.07785437,-0.0898286
1451,透明,-0.08564462,-0.11594015
1452,夏,-0.06828729,-0.12816298
1453,屑,-0.18357332,-0.080960825
1454,中同,-0.034814868,-0.15440224
1455,塑性,-0.056802597,-0.16282788
1456,同类,-0.1237537,-0.13632002
1457,山区,-0.07653789,-0.16954623
1458,独立,-0.08539835,-0.15250076
1459,1.1,-0.097351216,-0.14497079
1460,海相,-0.08082631,-0.21983439
1461,3.3,-0.13809642,-0.184114
1462,MnO,-0.072525255,-0.20171991
1463,58,-0.10871952,-0.12561122
1464,生成,-0.107264474,-0.14165725
1465,90%,-0.06984467,-0.09455108
1466,纪查,-0.12357866,-0.17570761
1467,围绕,-0.046377707,-0.07309197
1468,24,-0.11206657,-0.19145511
1469,原则,-0.093677275,-0.102749325
1470,末,-0.08885689,-0.20704873
1471,状中,-0.26845255,-0.16769463
1472,亚类,-0.09690991,-0.14639924
1473,斜坡,-0.0858413,-0.12702739
1474,负,-0.054399006,-0.12371333
1475,时空,-0.07829099,-0.14817038
1476,叙述,-0.060437493,-0.09463864
1477,这套,-0.060822524,-0.122417785
1478,强度,-0.10128312,-0.116236195
1479,2.5,-0.10222568,-0.16582225
1480,该区,-0.089169964,-0.09195883
1481,粗安岩,-0.14925063,-0.15725762
1482,活动性,-0.108397014,-0.16885433
1483,地矿局,0.022143232,-0.11652701
1484,裂纹,-0.055796172,-0.12172142
1485,Tulongocardium,-0.17042562,-0.28401285
1486,草地,-0.06739722,-0.13865742
1487,技术,-0.114260845,-0.15397093
1488,堆积物,-0.07482148,-0.12298806
1489,具绢,-0.08134382,-0.1712125
1490,聚片,-0.06545422,-0.11645324
1491,低绿片,-0.094582155,-0.14010844
1492,不易,-0.070170105,-0.17240743
1493,有限,-0.067479245,-0.12919652
1494,递增,-0.038133465,-0.090478875
1495,局限,-0.034162816,-0.08426851
1496,组为,-0.07605139,-0.060212612
1497,沟,-0.09786379,-0.21165809
1498,形板,-0.0966694,-0.15857182
1499,状及,-0.13792114,-0.15703009
1500,断陷,-0.06803487,-0.11143281
1501,放射状,-0.080919795,-0.1281868
1502,日勤,-0.06268153,-0.1271455
1503,种群,-0.084350266,-0.19639373
1504,区中,-0.053911556,-0.15389208
1505,同斜,-0.05221745,-0.11640459
1506,后造山,-0.06871901,-0.17953262
1507,岩系,-0.05568088,-0.15609676
1508,岩枝,-0.09894863,-0.13437803
1509,1999,-0.070211515,-0.16319618
1510,细小,-0.10759524,-0.15936893
1511,海,-0.08805414,-0.16853976
1512,频繁,-0.09147727,-0.11612696
1513,厚层,-0.14582404,-0.06476434
1514,层间,-0.029602485,-0.04191675
1515,0.6,-0.09256835,-0.19497421
1516,石灰岩,-0.08988193,-0.107613035
1517,重熔,-0.07614602,-0.11244134
1518,难以,-0.08782674,-0.1501838
1519,河床,-0.09976216,-0.22586688
1520,高绿片,-0.04335872,-0.11483849
1521,地质灾害,-0.14364101,-0.22515629
1522,3B,-0.14573139,-0.12265454
1523,T2,-0.14419523,-0.12904279
1524,研究所,-0.06226785,-0.19421168
1525,陆块,-0.051098138,-0.1761958
1526,青藏,-0.10540908,-0.17754918
1527,擦痕,-0.094209746,-0.152019
1528,主,-0.102012075,-0.16202757
1529,干燥,-0.044382464,-0.10157563
1530,湿地,-0.11332832,-0.22959799
1531,温暖,-0.06457503,-0.15558869
1532,伴随,-0.08765012,-0.13797477
1533,叠置,-0.07552447,-0.11273894
1534,怒江,-0.08447283,-0.21382818
1535,巴贡,-0.077875316,-0.19511668
1536,碎片,-0.11224826,-0.13859351
1537,点均,-0.094948746,-0.17519529
1538,53,-0.047684245,-0.17073804
1539,喜山,-0.08683859,-0.18653809
1540,伴生,-0.079408854,-0.1013687
1541,地方,-0.05527385,-0.11492177
1542,经济,-0.073014215,-0.11375877
1543,化学成分,-0.09640087,-0.12137573
1544,Hb,-0.055913255,-0.17387241
1545,时限,-0.013481281,-0.12000932
1546,裂谷,-0.109422445,-0.1678546
1547,学者,-0.13242827,-0.23637794
1548,密集,-0.15318543,-0.25002098
1549,抓,-0.16502301,-0.27457705
1550,气孔,-0.06390753,-0.079199634
1551,紧闭,-0.028118415,-0.13154273
1552,漂砾,-0.09346774,-0.14493269
1553,基岩,-0.083407626,-0.10985315
1554,60%,-0.11189224,-0.15365025
1555,TM,-0.11363687,-0.17805842
1556,地下水,-0.065976836,-0.15547341
1557,22%,-0.087258846,-0.12937845
1558,总面积,-0.02123696,-0.12818871
1559,少数,-0.026782813,-0.0882629
1560,逆,-0.03752751,-0.14229602
1561,鳃,-0.060051978,-0.21023591
1562,二级,-0.079473056,-0.16257401
1563,托吉涌,-0.104283355,-0.16923264
1564,孔隙,-0.07164711,-0.08773664
1565,中均,-0.10647152,-0.14408462
1566,依次,-0.07190291,-0.10548585
1567,前缘,-0.11703408,-0.14598115
1568,卷入,-0.06489338,-0.10136418
1569,多处,-0.085756764,-0.13684493
1570,旋转,-0.07244076,-0.11392422
1571,刘广才,-0.12023036,-0.18599404
1572,推荐,-0.083181776,-0.2139079
1573,500m,-0.09409149,-0.14181143
1574,42,-0.10036152,-0.1848585
1575,Unionitessp,-0.08636353,-0.12740281
1576,帘石,-0.06098177,-0.12647663
1577,见图,-0.07342626,-0.12948823
1578,比例尺,-0.06069169,-0.1286191
1579,Mojsisovics,-0.08844633,-0.14112316
1580,30cm,-0.07649953,-0.12865834
1581,热释光,-0.070316285,-0.10172937
1582,工作量,-0.0941488,-0.1982725
1583,单斜,-0.09942767,-0.15883638
1584,含煤,-0.084820285,-0.1300298
1585,电阻率,-0.048469234,-0.081923746
1586,白云质,-0.16148771,-0.08357303
1587,Koninckinasp,-0.030493055,-0.12177635
1588,Arcosarinacf,-0.12788235,-0.15943602
1589,幅区,-0.09689888,-0.15567973
1590,纵向,-0.06945759,-0.10972005
1591,1987,-0.082503915,-0.16999716
1592,1974,-0.11213624,-0.26879385
1593,阶地,-0.10081631,-0.12771077
1594,逆冲,-0.07494241,-0.15305771
1595,先后,-0.097245745,-0.20713045
1596,经受,-0.062134165,-0.056037154
1597,⑹,-0.080174096,-0.065553725
1598,水体,-0.053316858,-0.13038118
1599,C1Z1,-0.10386374,-0.0323902
1600,离散,-0.040084764,-0.16814336
1601,采获,-0.01651207,-0.1887991
1602,间歇性,-0.049660426,-0.099025585
1603,南西,-0.056945335,-0.13417834
1604,要素,-0.08967244,-0.11514972
1605,混合,-0.08072872,-0.116578184
1606,西侧,-0.06640375,-0.122164495
1607,人为,-0.07510662,-0.16148727
1608,400m,-0.067720056,-0.113116175
1609,㈣,-0.059018996,-0.12604797
1610,槽,-0.12618232,-0.13656105
1611,程度较高,-0.05470862,-0.091347896
1612,因子,-0.052288204,-0.09628802
1613,赛,-0.06681394,-0.20155858
1614,多年冻土,-0.08542739,-0.19199097
1615,外形,-0.061347574,-0.111515
1616,应力,-0.060485397,-0.11634025
1617,参数值,-0.07713839,-0.17697409
1618,学,-0.07717953,-0.088470824
1619,闪质,-0.12810726,-0.17605741
1620,状斜,-0.14155772,-0.15651758
1621,0.2,-0.071302995,-0.1290967
1622,⒕,-0.12815858,-0.1132084
1623,T1,-0.065908045,-0.1716424
1624,熔融,-0.08316433,-0.1642334
1625,古近,-0.06792522,-0.1790006
1626,数据库,-0.14058559,-0.2031564
1627,结核,-0.105120786,-0.10274201
1628,闪长质,-0.091616414,-0.18020375
1629,Tchd,-0.06566415,-0.12926671
1630,土层,-0.093886785,-0.15743273
1631,信息提取,-0.09425599,-0.23021391
1632,1976,-0.025192892,-0.07649422
1633,CAG,-0.086973265,-0.1914616
1634,探讨,-0.03551221,-0.069873415
1635,港湾,-0.09264555,-0.118546315
1636,斑晶为,-0.08046106,-0.08782574
1637,T3B,-0.10727517,-0.108879
1638,投至,-0.080064796,-0.090724856
1639,格尔木市,-0.1286469,-0.20773233
1640,仅见,-0.03686069,-0.07877808
1641,亲石,-0.06379224,-0.15904164
1642,实施,-0.091020815,-0.18834531
1643,渐变,-0.07794262,-0.12241807
1644,45%,-0.13787319,-0.17412865
1645,27,-0.0647003,-0.1376786
1646,51,-0.09963702,-0.1671884
1647,I46C003004,-0.011746191,-0.13960804
1648,呈现,-0.07446028,-0.1633993
1649,院,-0.05832638,-0.15532102
1650,五道,-0.06250376,-0.17889118
1651,后者,-0.06170436,-0.062350318
1652,参照,-0.052603014,-0.14844275
1653,应用,-0.08813404,-0.15240134
1654,铅锌,-0.12560876,-0.20925593
1655,未能,-0.063451946,-0.11126751
1656,44,-0.13663164,-0.18699461
1657,详见,-0.047485974,-0.060447115
1658,扎曲,-0.06745042,-0.13448969
1659,维氏,-0.07159325,-0.17061506
1660,黄褐色,-0.13458104,-0.08214677
1661,河湖相,-0.07673271,-0.16218986
1662,长度,-0.07138889,-0.13301954
1663,采有,-0.07629447,-0.18685499
1664,石片岩,-0.10146926,-0.09039891
1665,4%,-0.05444196,-0.09292592
1666,青盘,-0.07598964,-0.13138004
1667,速率,-0.10201067,-0.15223008
1668,冬季,-0.017520161,-0.09783212
1669,萎缩,-0.11284753,-0.2033207
1670,0.8,-0.05338143,-0.09719791
1671,增加,-0.048678406,-0.09615289
1672,计算,-0.046613023,-0.14279477
1673,类似,-0.038530417,-0.12857996
1674,体中,-0.08060529,-0.09789076
1675,Myophoria,-0.07033547,-0.14155538
1676,粒级,-0.1018086,-0.13373344
1677,长约,-0.004326001,-0.054482684
1678,风火山,-0.049808756,-0.12137374
1679,39,-0.079716355,-0.20528886
1680,鲕,-0.122738265,-0.07657414
1681,最新,-0.06660926,-0.12818697
1682,嵌晶,-0.08663083,-0.136065
1683,偶见,-0.067309014,-0.11255044
1684,寒冻风化,-0.12901688,-0.17122735
1685,类及,-0.0641971,-0.18076883
1686,测定,-0.025355754,-0.10187406
1687,相关性,-0.04179759,-0.10917729
1688,洪积物,-0.067471884,-0.10057975
1689,第二节,-0.060911316,-0.08921257
1690,1992,-0.11949159,-0.14527985
1691,分队,-0.056431904,-0.08669958
1692,纵横,-0.07810465,-0.11872377
1693,公路,-0.121864036,-0.22020012
1694,线索,-0.057327036,-0.14743094
1695,错组,-0.10532619,-0.16407703
1696,腹地,-0.061071217,-0.09096777
1697,价值,-0.06416882,-0.1526183
1698,期后,-0.07610384,-0.16366091
1699,彩石,-0.02822499,-0.1146385
1700,Be,-0.1332876,-0.19636247
1701,最具,-0.10749037,-0.17096864
1702,亚,-0.13748936,-0.16543113
1703,云南,-0.08212544,-0.23752996
1704,我国,-0.11570898,-0.15886505
1705,腹足,-0.08587908,-0.11756413
1706,取得,-0.042264473,-0.12520424
1707,南以,-0.039154295,-0.11751252
1708,海拔高度,-0.07039968,-0.15806492
1709,粗大,-0.07338727,-0.11123061
1710,划归,-0.07544065,-0.14796828
1711,差异性,-0.001387383,-0.02736139
1712,后缘,-0.07590666,-0.13747403
1713,中下部,-0.06511867,-0.16229427
1714,纺锤形,-0.14954826,-0.20056893
1715,Ⅳ,-0.05147979,-0.097853966
1716,丘,-0.08019975,-0.18481451
1717,条状,-0.035214107,-0.11055473
1718,葡萄,-0.040773805,-0.103051156
1719,不群,-0.0702265,-0.15632136
1720,有晚,-0.06815794,-0.11829816
1721,点落,-0.11473184,-0.10958847
1722,泉水,-0.053454723,-0.08491524
1723,有着,-0.08189535,-0.18086955
1724,洋壳,-0.07217178,-0.15825625
1725,线状,-0.073661864,-0.14180821
1726,0.64,-0.009470329,-0.10436116
1727,物源,-0.08270056,-0.1307581
1728,接触面,-0.01541557,-0.06403957
1729,二者之间,-0.06652437,-0.069465145
1730,二长,-0.056744922,-0.051222034
1731,呈似,-0.06132361,-0.08239575
1732,铁镁,-0.047077913,-0.108420305
1733,投图,-0.085272215,-0.079805695
1734,不相容,-0.056561176,-0.05699799
1735,POG,-0.06472132,-0.1394844
1736,被动,-0.110296786,-0.20304102
1737,Maniar,-0.07047429,-0.10793846
1738,晶,-0.051428504,-0.09188589
1739,产在,-0.054202877,-0.13233882
1740,P2O5,-0.07958016,-0.08822756
1741,体均,-0.04403915,-0.048227724
1742,2002,-0.046589084,-0.08432933
1743,山前,-0.092536375,-0.19288154
1744,坡麓,-0.14796484,-0.19665691
1745,形迹,-0.06382814,-0.0600387
1746,落在亚,-0.068189725,-0.15594518
1747,统一,-0.09650597,-0.109681115
1748,代号,-0.024374546,-0.054625444
1749,TAS,-0.058104,-0.107247606
1750,密切,-0.021026827,-0.08377028
1751,0.22,-0.012295323,-0.09491535
1752,矿产资源,-0.041421812,-0.11140547
1753,11%,-0.037899263,-0.08616677
1754,并具,-0.07532449,-0.12904167
1755,探,-0.040981423,-0.14010677
1756,棱,-0.04740044,-0.071468696
1757,化学分析,-0.07802066,-0.1257654
1758,CPd,0.007347697,-0.10038056
1759,原生,-0.046776272,-0.113580436
1760,地块,-0.07305038,-0.20546983
1761,墙群,-0.06966576,-0.115135066
1762,90,-0.109190784,-0.12829065
1763,已有,-0.06477367,-0.119136825
1764,呈条,-0.073977925,-0.1247335
1765,冲断,-0.050698724,-0.10613793
1766,季节性,-0.077405274,-0.16725558
1767,中晚期,-0.060195163,-0.089461684
1768,结隆,-0.113342464,-0.15041243
1769,雪山,-0.055793192,-0.07758528
1770,汽车,-0.07004854,-0.1496854
1771,陇,-0.06504593,-0.16704534
1772,一线,-0.07290412,-0.17532939
1773,结隆群,-0.07982123,-0.062110405
1774,96,-0.035480347,-0.12321488
1775,钻孔,-0.09629119,-0.1369089
1776,具较,-0.04372071,-0.10723416
1777,该矿,-0.011546567,-0.08678633
1778,东莫扎,-0.1081738,-0.15174004
1779,100cm,-0.13124707,-0.16118307
1780,北至南,-0.016546538,-0.052460324
1781,强片,-0.053998414,-0.12229103
1782,中厚层,-0.17903863,-0.058836192
1783,第三纪,-0.083724886,-0.14208294
1784,适宜,-0.046791036,-0.11587389
1785,全区,-0.08269577,-0.1032573
1786,Montlivaltiasp,-0.064080946,-0.09425063
1787,复屑,-0.18377824,-0.11885853
1788,Caucasorhynchiasp,-0.06113001,-0.0840043
1789,30m,-0.032013126,-0.072157376
1790,复活,-0.06606983,-0.11325486
1791,金,-0.055646013,-0.1381807
1792,状态,-0.045367915,-0.10869179
1793,120,-0.086974494,-0.1370179
1794,测量,-0.096515924,-0.18289821
1795,矿产地,-0.07397337,-0.08998088
1796,50%,-0.07166036,-0.10113539
1797,斜率,-0.07874156,-0.10050549
1798,缓慢,-0.081686735,-0.16169187
1799,此时,-0.10406672,-0.1739459
1800,略有,-0.009974485,-0.07991357
1801,59,-0.108028,-0.1563358
1802,冰缘,-0.06491993,-0.12339218
1803,地理位置,-0.105546944,-0.16886584
1804,控矿,-0.055856828,-0.09317238
1805,茎,-0.10800004,-0.19689523
1806,地质矿产,-0.05344778,-0.14175029
1807,子吉塞,-0.01894729,-0.17852816
1808,碎石,-0.059980933,-0.08679111
1809,阳坡,-0.13441256,-0.20007963
1810,表层,-0.08686263,-0.1424208
1811,稳定性,-0.08760161,-0.07475259
1812,倾,-0.084482916,-0.13664234
1813,大套,-0.06946047,-0.06251338
1814,任务书,-0.08217846,-0.06943775
1815,趋于,-0.04856591,-0.12164239
1816,底界,-0.07879412,-0.064693436
1817,拉长,-0.051372852,-0.13488269
1818,1993,-0.09137115,-0.17430492
1819,富含,-0.0923724,-0.112744905
1820,变余晶屑,-0.072448924,-0.08273648
1821,滑塌,-0.12361526,-0.2085451
1822,恶劣,-0.043685623,-0.14404638
1823,冻胀,-0.094975404,-0.15757464
1824,40cm,-0.09031149,-0.064519405
1825,银矿,-0.10928149,-0.22245227
1826,斑晶中,-0.0861467,-0.077287704
1827,地质图,-0.06420093,-0.15905051
1828,判断,-0.08582091,-0.102518074
1829,夷则,-0.110223636,-0.22689158
1830,玛,-0.1065386,-0.23743053
1831,⒗,-0.15732636,-0.14033794
1832,高钾,-0.097041585,-0.10282063
1833,⒖,-0.10091013,-0.10012564
1834,隐晶,-0.08055001,-0.08656427
1835,鲍马,-0.060539868,-0.12708092
1836,杂乱,-0.08064873,-0.10276104
1837,周边,-0.06442619,-0.18995611
1838,浅灰,-0.1307935,-0.1057074
1839,子吉赛,-0.03313153,-0.04884425
1840,粒序,-0.09845166,-0.11719723
1841,图版,-0.050503895,-0.1439243
1842,格架,-0.017062282,-0.033997986
1843,晶粒,-0.074492045,-0.17478295
1844,偏低,-0.07190341,-0.10959949
1845,根据上述,-0.06954722,-0.11432311
1846,6,-0.06882175,-0.122478224
1847,层厚,-0.051246505,-0.12675689
1848,B型,-0.09592973,-0.12051298
1849,开阔,-0.04401241,-0.12120003
1850,重力,-0.11244489,-0.13568228
1851,岩石圈,-0.0788064,-0.13705784
1852,囊谦,-0.013645404,-0.10060797
1853,蜓,-0.055788085,-0.15354718
1854,板理,-0.041478865,-0.06074809
1855,见到,-0.06842449,-0.14698178
1856,可能性,-0.03397652,-0.1131038
1857,5cm,-0.019820465,-0.04892114
1858,清晰,-0.12558435,-0.1714896
1859,荣格,-0.06123634,-0.12243338
1860,指定,-0.07917209,-0.09679899
1861,世甲丕拉组,-0.067209534,-0.14296433
1862,浅层,-0.021260204,-0.080403335
1863,Neomegalodon,-0.036941104,-0.09496071
1864,控巴,-0.110353105,-0.1542742
1865,Hg,-0.09495085,-0.16291314
1866,110,-0.04547186,-0.07904188
1867,系中,-0.023748945,-0.047727875
1868,流动,-0.08476214,-0.06353341
1869,2m,-0.08346504,-0.107837796
1870,俄仁,-0.08278808,-0.1845459
1871,平缓,-0.09215338,-0.13632897
1872,香肠,-0.074252926,-0.13468543
1873,脆性断裂,-0.080316335,-0.13455303
1874,埋深,-0.012332562,-0.06536161
1875,定为,-0.06519189,-0.12685189
1876,欠,-0.058762338,-0.12955566
1877,Tr,-0.05423533,-0.1297229
1878,开展,-0.07631086,-0.13017918
1879,条块,-0.06215271,-0.14083663
1880,二个,-0.057447195,-0.15934736
1881,Thecosmiliasp,-0.07514766,-0.13474394
1882,变异,-0.048629295,-0.08808323
1883,呈断,-0.04358073,-0.10803682
1884,瓣,-0.08319198,-0.17691188
1885,镜下,-0.10406738,-0.10737558
1886,扎格,-0.005952213,-0.10130507
1887,形变,-0.04591239,-0.12151818
1888,43,-0.07166264,-0.13722594
1889,Halobiacf,-0.0796084,-0.1283366
1890,2000,-0.10445312,-0.21300063
1891,于扎青,-0.026886925,-0.084042236
1892,生活,-0.021477927,-0.101722606
1893,糜棱,-0.089965604,-0.059254423
1894,脉体,0.000331332,-0.03380103
1895,Et,-0.061131354,-0.091525756
1896,精度,-0.05919539,-0.13156752
1897,退变,-0.10383128,-0.14528218
1898,湖塘,-0.08274083,-0.1414093
1899,功能,-0.092201024,-0.12775233
1900,al,-0.0422953,-0.118831456
1901,尘,-0.10494182,-0.10060405
1902,拉地,-0.08224079,-0.11393279
1903,洪积扇,-0.073195264,-0.1758329
1904,雁石坪,-0.083757505,-0.12983473
1905,alk,-0.046298478,-0.13819198
1906,降水量,-0.06603314,-0.07904885
1907,Crd,-0.039109148,-0.12398886
1908,王毅智,-0.0740508,-0.10922835
1909,积水,-0.074184954,-0.19506446
1910,脆,-0.055823907,-0.08758572
1911,盖度,-0.08903708,-0.114499144
1912,荒漠,-0.10404302,-0.11645911
1913,阿日曲,-0.048054144,-0.150278
1914,干性,-0.007837649,-0.03184919
1915,楔状,-0.113289356,-0.15758884
1916,评审,-0.06924402,-0.13128085
1917,赤铁矿,-0.087086916,-0.0834325
1918,生产,-0.04771233,-0.096413545
1919,规律性,-0.035772774,-0.093710564
1920,物种,-0.0911075,-0.10197332
1921,崩塌,-0.111496955,-0.18906163
1922,泥炭,-0.098728485,-0.112028636
1923,长青,-0.06031236,-0.17003223
1924,煌,-0.07788477,-0.10656466
1925,泥石流,-0.100387126,-0.14385575
1926,暖,-0.08843227,-0.11596529
1927,踏勘,-0.066441774,-0.083381146
1928,5,-0.067261726,-0.15556249
1929,坡,-0.1485804,-0.118830755
1930,扩展,-0.075280115,-0.1629733
1931,季风,-0.04680238,-0.119893216
1932,西部,-0.053415526,-0.10881478
1933,调院,-0.047368754,-0.103092596
1934,山坡,-0.059968278,-0.15511018
1935,制约,-0.010064147,-0.06641467
1936,堆晶,-0.06164342,-0.043673556
1937,莫,-0.08359418,-0.12312809
1938,K2,-0.0579034,-0.10720686
1939,加麦,-0.06825424,-0.092615336
1940,古气候,-0.05104177,-0.14166695
1941,矿质,-0.08440677,-0.11916435
1942,研究成果,-0.018714119,-0.10268907
1943,修改,-0.04533702,-0.12078434
1944,区段,-0.035217278,-0.08788536
1945,体及,-0.11257686,-0.16053186
1946,主导,-0.05755959,-0.09287327
1947,E2,-0.12736353,-0.16450694
1948,溯源侵蚀,-0.054308966,-0.14308865
1949,老到,-0.047692973,-0.116459146
1950,日斑,-0.063842386,-0.12834567
1951,制作,-0.07596673,-0.15112564
1952,15m,-0.0612757,-0.099206
1953,㈤,-0.02955148,-0.121426456
1954,2006,-0.07558897,-0.1834697
1955,新世,-0.030367954,-0.10869467
1956,P2nr,-0.09763262,-0.07094747
1957,当江科,-0.083261244,-0.15851673
1958,估算,-0.030398298,-0.09375119
1959,磁性,-0.0803199,-0.083313935
1960,查明,-0.008300703,-0.07793026
1961,由同,-0.11535145,-0.12765206
1962,氧化,-0.10693978,-0.14198251
1963,化带,-0.063684516,-0.1137338
1964,改变,-0.04007001,-0.10902055
1965,四川省,-0.06244212,-0.12564218
1966,规定,-0.081909806,-0.1485981
1967,缺乏,-0.015607921,-0.08684004
1968,透闪石,-0.067921005,-0.04052675
1969,混合型,-0.033265743,-0.085171595
1970,总结,-0.03599952,-0.06954855
1971,扩大,-0.08540601,-0.12371999
1972,大规模,-0.11618982,-0.12027802
1973,降水,-0.06916745,-0.10187103
1974,黎彤,-0.05607126,-0.11109274
1975,暖色调,-0.07531447,-0.14889292
1976,210,-0.0465344,-0.18432641
1977,堆晶岩,-0.07471031,-0.06621458
1978,山间,-0.017151333,-0.079589084
1979,大面积,-0.06876521,-0.06624992
1980,采乡,-0.013742451,-0.16056353
1981,康巴,-0.048923828,-0.1361316
1982,吉塘群,-0.03618062,-0.10205716
1983,纤维,-0.08164395,-0.14937788
1984,上西金,-0.004526926,-0.10943811
1985,两条,-0.09314791,-0.14463271
1986,森林,-0.062711276,-0.17027004
1987,1.2,-0.04715978,-0.124976955
1988,中多,-0.014583034,-0.10568175
1989,底,-0.059505463,-0.08668588
1990,暗紫色,-0.15428844,-0.09879321
1991,夹砖,-0.18800743,-0.07453784
1992,向东,-0.077783,-0.08184016
1993,大体,-0.08410543,-0.07769063
1994,泥砾,-0.067197315,-0.099739484
1995,1982,-0.08044207,-0.110965736
1996,序,-0.1331301,-0.12806456
1997,⒘,-0.0977968,-0.07801617
1998,串珠,-0.054376192,-0.10334508
1999,尤,0.006166963,-0.013908379
2000,2000m,-0.066678725,-0.099861
2001,喷溢,-0.051082384,-0.085881084
2002,特龙赛,-0.05201673,-0.11591102
2003,冷色调,-0.11186779,-0.17279345
2004,均匀分布,-0.030607231,-0.023480965
2005,形柱,-0.034201,-0.07501842
2006,动力学,-0.042918887,-0.10843979
2007,从中,-0.011335142,-0.07961024
2008,凝,-0.07373597,-0.10976983
2009,垄,-0.16382043,-0.20013615
2010,成熟度,-0.101789944,-0.05596725
2011,5m,-0.07775207,-0.09618429
2012,数十米,-0.07107837,-0.06389332
2013,隐晶质,-0.04247281,-0.07511255
2014,区分,-0.054824065,-0.12863156
2015,200,-0.06417104,-0.09174408
2016,平台,-0.106217064,-0.12389269
2017,层为,-0.08984253,-0.103263184
2018,大者,-0.01939003,-0.095176764
2019,化点,-0.042484235,-0.1100293
2020,各岩组,-0.018418051,-0.06914175
2021,万治,-0.032949045,-0.09966257
2022,以东,-0.03106716,-0.10801697
2023,组在,-0.048228398,-0.089757904
2024,可知,-0.012704022,-0.058438797
2025,238U,-0.042454224,-0.1516265
2026,浊积岩,-0.09865107,-0.11988741
2027,多呈次,-0.077694386,-0.13823433
2028,分散,-0.053380217,-0.05693292
2029,马,-0.12801944,-0.17177956
2030,Yidunellayunnanensis,-0.07634513,-0.110669404
2031,多以,-0.0666055,-0.081111535
2032,少量出,-0.028538449,-0.09523486
2033,Posidoniasp,-0.087235235,-0.11896644
2034,Koninckinacf,-0.078368574,-0.1856128
2035,HalobiasuperbescensKittl,-0.05783697,-0.10441923
2036,Costatoria,-0.07249633,-0.14681089
2037,相变,-0.011798233,-0.06938207
2038,然木,-0.048340354,-0.062194336
2039,该岩,-0.025360834,-0.060488403
2040,回性,-0.07837894,-0.14452165
2041,刺,-0.05955476,-0.106851004
2042,Neocalamitessp,-0.012315352,-0.07472797
2043,18%,-0.05656361,-0.09474695
2044,相一致,-0.03976267,-0.10806809
2045,称为,-0.048968095,-0.13379702
2046,报告书,-0.066908516,-0.05918819
2047,砾屑,-0.15213569,-0.11667888
2048,少许,-0.06784745,-0.0536985
2049,Bittner,-0.0587795,-0.16131546
2050,介壳,-0.08490896,-0.06479809
2051,三分,-0.032445613,-0.15261036
2052,西起,-0.023081655,-0.079494186
2053,属种,-0.07769851,-0.109516494
2054,jaegeriBrongniart,-0.05001359,-0.117473476
2055,1,-0.062368732,-0.09017016
2056,组级,-0.012226419,-0.12947068
2057,暗,-0.15304287,-0.15095475
2058,众根,-0.039472524,-0.15933362
2059,3,-0.0669709,-0.13685289
2060,Carnian,-0.085116975,-0.11547558
2061,47%,-0.015123244,-0.052687638
2062,冲积层,-0.027336009,-0.12011272
2063,41,-0.09894259,-0.1602328
2064,多色性,-0.044891194,-0.027685037
2065,中性,-0.098300464,-0.036949184
2066,离子,-0.07008478,-0.17030488
2067,正层,-0.08058267,-0.12373608
2068,黝帘石,-0.055817295,-0.0079334
2069,昆仑山,-0.022668265,-0.0728302
